"nSubj","ph","nTrial","nBlock","trialType","actO","out"
1,2,223,545,"EF+",0.898400925485791,"actO.1"
1,2,224,545,"GH+",0.805895590744892,"actO.1"
1,2,225,545,"FH-",0.185893584243425,"actO.1"
1,2,226,546,"EG-",0.182695955656725,"actO.1"
1,2,227,546,"EF+",0.901269471807112,"actO.1"
1,2,228,546,"FH-",0.181813889425208,"actO.1"
1,2,229,546,"GH+",0.810047389085852,"actO.1"
1,2,230,546,"ctx-",0.112238877227733,"actO.1"
1,2,231,547,"EG-",0.17611431088314,"actO.1"
1,2,232,547,"ctx-",0.111292227574047,"actO.1"
1,2,233,547,"EF+",0.903293282483789,"actO.1"
1,2,234,547,"GH+",0.815488757461964,"actO.1"
1,2,235,547,"FH-",0.174561321259211,"actO.1"
1,2,236,548,"GH+",0.819946053675668,"actO.1"
1,2,237,548,"EF+",0.90729395461669,"actO.1"
1,2,238,548,"EG-",0.17211193066539,"actO.1"
1,2,239,548,"FH-",0.1739357092992,"actO.1"
1,2,240,548,"ctx-",0.109360185541039,"actO.1"
1,2,241,549,"EG-",0.170367310385019,"actO.1"
1,2,242,549,"GH+",0.831983565135672,"actO.1"
1,2,243,549,"EF+",0.910362594367757,"actO.1"
1,2,244,549,"FH-",0.169949779675186,"actO.1"
1,2,245,549,"ctx-",0.107615479432517,"actO.1"
1,2,246,550,"EG-",0.166467144593015,"actO.1"
1,2,247,550,"FH-",0.166723422741774,"actO.1"
1,2,248,550,"ctx-",0.106001507188519,"actO.1"
1,2,249,550,"GH+",0.837245511979186,"actO.1"
1,2,250,550,"EF+",0.908675437851978,"actO.1"
1,2,251,551,"ctx-",0.104612039775564,"actO.1"
1,2,252,551,"FH-",0.16068735576196,"actO.1"
1,2,253,551,"GH+",0.84073573470512,"actO.1"
1,2,254,551,"EG-",0.159694534911581,"actO.1"
1,2,255,551,"EF+",0.909694353775643,"actO.1"
1,2,256,552,"GH+",0.844713836340307,"actO.1"
1,2,257,552,"FH-",0.157605607780714,"actO.1"
1,2,258,552,"ctx-",0.102705561601571,"actO.1"
1,2,259,552,"EF+",0.912543559180306,"actO.1"
1,2,260,552,"EG-",0.158612066470921,"actO.1"
1,2,261,553,"EG-",0.158075286176507,"actO.1"
1,2,262,553,"EF+",0.915475142678856,"actO.1"
1,2,263,553,"FH-",0.154710409696227,"actO.1"
1,2,264,553,"GH+",0.851971387406506,"actO.1"
1,2,265,553,"ctx-",0.100647246985517,"actO.1"
1,2,266,554,"EF+",0.919437562005696,"actO.1"
1,2,267,554,"ctx-",0.100198959881094,"actO.1"
1,2,268,554,"FH-",0.152606666362215,"actO.1"
1,2,269,554,"EG-",0.153803512391754,"actO.1"
1,2,270,554,"GH+",0.854823141645618,"actO.1"
1,2,271,555,"GH+",0.855755504630585,"actO.1"
1,2,272,555,"ctx-",0.0987844199457378,"actO.1"
1,2,273,555,"EG-",0.152216833359175,"actO.1"
1,2,274,555,"FH-",0.149964046127807,"actO.1"
1,2,275,555,"EF+",0.923217130683555,"actO.1"
1,2,276,556,"FH-",0.148575018018067,"actO.1"
1,2,277,556,"EF+",0.923369007072585,"actO.1"
1,2,278,556,"EG-",0.149155816283624,"actO.1"
1,2,279,556,"GH+",0.861948655799104,"actO.1"
1,2,280,556,"ctx-",0.0963547153150469,"actO.1"
1,2,281,557,"GH+",0.863518595078383,"actO.1"
1,2,282,557,"FH-",0.145161548855079,"actO.1"
1,2,283,557,"ctx-",0.0957466554799626,"actO.1"
1,2,284,557,"EG-",0.146714025083339,"actO.1"
1,2,285,557,"EF+",0.924119710488557,"actO.1"
1,2,286,558,"EG-",0.145425301093671,"actO.1"
1,2,287,558,"GH+",0.868268284367943,"actO.1"
1,2,288,558,"ctx-",0.0942341622008257,"actO.1"
1,2,289,558,"EF+",0.924224873380098,"actO.1"
1,2,290,558,"FH-",0.141786893146493,"actO.1"
1,2,291,559,"ctx-",0.0935236227173174,"actO.1"
1,2,292,559,"FH-",0.14076874199123,"actO.1"
1,2,293,559,"GH+",0.871372548363543,"actO.1"
1,2,294,559,"EF+",0.925415646676832,"actO.1"
1,2,295,559,"EG-",0.141377366570222,"actO.1"
1,2,296,560,"EF+",0.926555987778865,"actO.1"
1,2,297,560,"EG-",0.140697900042663,"actO.1"
1,2,298,560,"ctx-",0.0916634506296662,"actO.1"
1,2,299,560,"GH+",0.873559953625363,"actO.1"
1,2,300,560,"FH-",0.137603512996805,"actO.1"
1,2,301,561,"EF+",0.929483000177004,"actO.1"
1,2,302,561,"ctx-",0.0907210739378054,"actO.1"
1,2,303,561,"EG-",0.138231898801366,"actO.1"
1,2,304,561,"GH+",0.87541421316724,"actO.1"
1,2,305,561,"FH-",0.135971064792987,"actO.1"
1,2,306,562,"EF+",0.93145330707761,"actO.1"
1,2,307,562,"ctx-",0.089520673193511,"actO.1"
1,2,308,562,"FH-",0.134787688785437,"actO.1"
1,2,309,562,"GH+",0.877337410027521,"actO.1"
1,2,310,562,"EG-",0.135786824309621,"actO.1"
1,2,311,563,"EF+",0.932578589117186,"actO.1"
1,2,312,563,"FH-",0.132906905172982,"actO.1"
1,2,313,563,"EG-",0.134610579706379,"actO.1"
1,2,314,563,"ctx-",0.0876653631297679,"actO.1"
1,2,315,563,"GH+",0.878678950592343,"actO.1"
1,2,316,564,"EF+",0.932515528529858,"actO.1"
1,2,317,564,"GH+",0.879803912192551,"actO.1"
1,2,318,564,"FH-",0.13027271153068,"actO.1"
1,2,319,564,"EG-",0.132471495415406,"actO.1"
1,2,320,564,"ctx-",0.0864416073845281,"actO.1"
1,2,321,565,"FH-",0.12909696729211,"actO.1"
1,2,322,565,"GH+",0.882971831881523,"actO.1"
1,2,323,565,"EF+",0.932229359266633,"actO.1"
1,2,324,565,"ctx-",0.0854866087319011,"actO.1"
1,2,325,565,"EG-",0.130477703295094,"actO.1"
1,2,326,566,"ctx-",0.0850404636852234,"actO.1"
1,2,327,566,"FH-",0.126564381908177,"actO.1"
1,2,328,566,"GH+",0.885617925461126,"actO.1"
1,2,329,566,"EF+",0.931653832491064,"actO.1"
1,2,330,566,"EG-",0.128537273941507,"actO.1"
1,2,331,567,"EF+",0.932039496155806,"actO.1"
1,2,332,567,"FH-",0.124731453186534,"actO.1"
1,2,333,567,"ctx-",0.0833591204619909,"actO.1"
1,2,334,567,"EG-",0.127171343568027,"actO.1"
1,2,335,567,"GH+",0.887161677203762,"actO.1"
1,2,336,568,"EF+",0.93327965775782,"actO.1"
1,2,337,568,"EG-",0.125977275645555,"actO.1"
1,2,338,568,"FH-",0.122637805003513,"actO.1"
1,2,339,568,"GH+",0.888036043004887,"actO.1"
1,2,340,568,"ctx-",0.0817153779433211,"actO.1"
1,2,341,569,"GH+",0.889043463509157,"actO.1"
1,2,342,569,"FH-",0.121516755156022,"actO.1"
1,2,343,569,"EF+",0.933944169347658,"actO.1"
1,2,344,569,"ctx-",0.0811040089569879,"actO.1"
1,2,345,569,"EG-",0.123884660675799,"actO.1"
1,2,346,570,"EF+",0.934611716400402,"actO.1"
1,2,347,570,"EG-",0.123299094859913,"actO.1"
1,2,348,570,"FH-",0.120034844020685,"actO.1"
1,2,349,570,"GH+",0.89231884745824,"actO.1"
1,2,350,570,"ctx-",0.0798510300553421,"actO.1"
1,2,351,571,"FH-",0.118940933924506,"actO.1"
1,2,352,571,"EG-",0.121269662435561,"actO.1"
1,2,353,571,"ctx-",0.0790354156441158,"actO.1"
1,2,354,571,"GH+",0.892892155498029,"actO.1"
1,2,355,571,"EF+",0.933939305841765,"actO.1"
1,2,356,572,"FH-",0.116653193865079,"actO.1"
1,2,357,572,"ctx-",0.0780677556706339,"actO.1"
1,2,358,572,"EF+",0.934095043229029,"actO.1"
1,2,359,572,"EG-",0.118668396504118,"actO.1"
1,2,360,572,"GH+",0.894036560669134,"actO.1"
1,2,361,573,"FH-",0.115028975062939,"actO.1"
1,2,362,573,"GH+",0.894768679852991,"actO.1"
1,2,363,573,"ctx-",0.0769179002724865,"actO.1"
1,2,364,573,"EF+",0.935119092999999,"actO.1"
1,2,365,573,"EG-",0.117629886477246,"actO.1"
1,2,366,574,"EF+",0.935905590243387,"actO.1"
1,2,367,574,"GH+",0.897434951197237,"actO.1"
1,2,368,574,"FH-",0.114136494699967,"actO.1"
1,2,369,574,"EG-",0.117337095931245,"actO.1"
1,2,370,574,"ctx-",0.0761162929512573,"actO.1"
1,2,371,575,"ctx-",0.0759231454436536,"actO.1"
1,2,372,575,"EG-",0.116446769541911,"actO.1"
1,2,373,575,"EF+",0.937906958394158,"actO.1"
1,2,374,575,"GH+",0.899432551164326,"actO.1"
1,2,375,575,"FH-",0.112687548409089,"actO.1"
1,2,376,576,"ctx-",0.0749249763729925,"actO.1"
1,2,377,576,"FH-",0.112130445387165,"actO.1"
1,2,378,576,"EG-",0.114508333414377,"actO.1"
1,2,379,576,"EF+",0.938146970031257,"actO.1"
1,2,380,576,"GH+",0.900030083758192,"actO.1"
1,2,381,577,"EF+",0.938457094390145,"actO.1"
1,2,382,577,"ctx-",0.0736657690973263,"actO.1"
1,2,383,577,"FH-",0.110343058363242,"actO.1"
1,2,384,577,"EG-",0.113027335247995,"actO.1"
1,2,385,577,"GH+",0.900925048188722,"actO.1"
1,2,386,578,"EG-",0.112422561866501,"actO.1"
1,2,387,578,"EF+",0.939751697729856,"actO.1"
1,2,388,578,"ctx-",0.0725943975824407,"actO.1"
1,2,389,578,"GH+",0.901758302093856,"actO.1"
1,2,390,578,"FH-",0.108791049431798,"actO.1"
1,2,391,579,"ctx-",0.0721623426789267,"actO.1"
1,2,392,579,"EF+",0.940517870367362,"actO.1"
1,2,393,579,"EG-",0.110820152370018,"actO.1"
1,2,394,579,"FH-",0.107933112671022,"actO.1"
1,2,395,579,"GH+",0.903148036018448,"actO.1"
1,2,396,580,"EG-",0.109964865574586,"actO.1"
1,2,397,580,"FH-",0.106991312100168,"actO.1"
1,2,398,580,"GH+",0.903692182156678,"actO.1"
1,2,399,580,"ctx-",0.0706683881076761,"actO.1"
1,2,400,580,"EF+",0.939982264666542,"actO.1"
1,2,401,581,"FH-",0.105718516758878,"actO.1"
1,2,402,581,"ctx-",0.0701619196667061,"actO.1"
1,2,403,581,"EG-",0.108035684419513,"actO.1"
1,2,404,581,"GH+",0.904994824385511,"actO.1"
1,2,405,581,"EF+",0.939614052013981,"actO.1"
1,2,406,582,"FH-",0.104171553121056,"actO.1"
1,2,407,582,"EG-",0.10707169856585,"actO.1"
1,2,408,582,"EF+",0.939809764096778,"actO.1"
1,2,409,582,"ctx-",0.0688836623606276,"actO.1"
1,2,410,582,"GH+",0.905875811148888,"actO.1"
1,2,411,583,"EF+",0.940601916011032,"actO.1"
1,2,412,583,"ctx-",0.0685333438380558,"actO.1"
1,2,413,583,"GH+",0.906906696891358,"actO.1"
1,2,414,583,"EG-",0.10617028686438,"actO.1"
1,2,415,583,"FH-",0.102945415941246,"actO.1"
1,2,416,584,"EG-",0.105872308695203,"actO.1"
1,2,417,584,"ctx-",0.0679894296430655,"actO.1"
1,2,418,584,"EF+",0.942318304416385,"actO.1"
1,2,419,584,"GH+",0.908473508821622,"actO.1"
1,2,420,584,"FH-",0.102013627619466,"actO.1"
1,2,421,585,"EG-",0.104662950906496,"actO.1"
1,2,422,585,"FH-",0.101520036835615,"actO.1"
1,2,423,585,"EF+",0.942551902013519,"actO.1"
1,2,424,585,"GH+",0.90918607269981,"actO.1"
1,2,425,585,"ctx-",0.0667044086233958,"actO.1"
1,2,426,586,"FH-",0.100430916053015,"actO.1"
1,2,427,586,"GH+",0.90991758351955,"actO.1"
1,2,428,586,"EF+",0.942827389108885,"actO.1"
1,2,429,586,"EG-",0.103172234913112,"actO.1"
1,2,430,586,"ctx-",0.0661016773137004,"actO.1"
1,2,431,587,"GH+",0.911259055870148,"actO.1"
1,2,432,587,"FH-",0.0993618436880629,"actO.1"
1,2,433,587,"ctx-",0.0657518690369717,"actO.1"
1,2,434,587,"EF+",0.943295955136725,"actO.1"
1,2,435,587,"EG-",0.102423810506187,"actO.1"
1,2,436,588,"FH-",0.098521667150285,"actO.1"
1,2,437,588,"EG-",0.101915820502254,"actO.1"
1,2,438,588,"GH+",0.912576002169979,"actO.1"
1,2,439,588,"ctx-",0.064746712990698,"actO.1"
1,2,440,588,"EF+",0.942990952652935,"actO.1"
1,2,441,589,"ctx-",0.0644354151683868,"actO.1"
1,2,442,589,"EG-",0.100550704198503,"actO.1"
1,2,443,589,"GH+",0.913115860659138,"actO.1"
1,2,444,589,"FH-",0.0965309235442757,"actO.1"
1,2,445,589,"EF+",0.943086695417614,"actO.1"
1,2,446,590,"ctx-",0.0636735673389668,"actO.1"
1,2,447,590,"FH-",0.0959161679763632,"actO.1"
1,2,448,590,"EG-",0.0991906010832076,"actO.1"
1,2,449,590,"EF+",0.943287639874611,"actO.1"
1,2,450,590,"GH+",0.913512919916494,"actO.1"
1,2,451,591,"ctx-",0.0628522538389794,"actO.1"
1,2,452,591,"FH-",0.0946837550421293,"actO.1"
1,2,453,591,"GH+",0.913930128986293,"actO.1"
1,2,454,591,"EG-",0.0980215775949308,"actO.1"
1,2,455,591,"EF+",0.943740160013987,"actO.1"
1,2,456,592,"GH+",0.914671695581524,"actO.1"
1,2,457,592,"EG-",0.0976340475358851,"actO.1"
1,2,458,592,"EF+",0.944225246345279,"actO.1"
1,2,459,592,"ctx-",0.061999914149758,"actO.1"
1,2,460,592,"FH-",0.0937637238454029,"actO.1"
1,2,461,593,"EG-",0.0970934492907515,"actO.1"
1,2,462,593,"ctx-",0.0616178988355859,"actO.1"
1,2,463,593,"GH+",0.916057832438742,"actO.1"
1,2,464,593,"EF+",0.944936468963709,"actO.1"
1,2,465,593,"FH-",0.0929086665056584,"actO.1"
1,2,466,594,"ctx-",0.06111025381016,"actO.1"
1,2,467,594,"FH-",0.0924971653201206,"actO.1"
1,2,468,594,"GH+",0.916684315098492,"actO.1"
1,2,469,594,"EF+",0.945339574418893,"actO.1"
1,2,470,594,"EG-",0.0955321566978516,"actO.1"
1,2,471,595,"FH-",0.0916193386314016,"actO.1"
1,2,472,595,"EF+",0.94568499382264,"actO.1"
1,2,473,595,"GH+",0.917274363265475,"actO.1"
1,2,474,595,"EG-",0.0949896226858635,"actO.1"
1,2,475,595,"ctx-",0.0600062972688159,"actO.1"
1,2,476,596,"GH+",0.917828158703253,"actO.1"
1,2,477,596,"ctx-",0.0598066013037056,"actO.1"
1,2,478,596,"FH-",0.090495113840266,"actO.1"
1,2,479,596,"EG-",0.0942872780296582,"actO.1"
1,2,480,596,"EF+",0.946177401585667,"actO.1"
1,2,481,597,"GH+",0.918800939937674,"actO.1"
1,2,482,597,"ctx-",0.0592031274715914,"actO.1"
1,2,483,597,"EG-",0.0936056721969658,"actO.1"
1,2,484,597,"FH-",0.0894667077839458,"actO.1"
1,2,485,597,"EF+",0.946186912151807,"actO.1"
1,2,486,598,"EG-",0.0928845464549194,"actO.1"
1,2,487,598,"GH+",0.919504185582316,"actO.1"
1,2,488,598,"ctx-",0.0584011905110467,"actO.1"
1,2,489,598,"EF+",0.946248732085431,"actO.1"
1,2,490,598,"FH-",0.0884186937036041,"actO.1"
1,2,491,599,"EF+",0.94659769207476,"actO.1"
1,2,492,599,"ctx-",0.0579772921746651,"actO.1"
1,2,493,599,"FH-",0.0879742033483779,"actO.1"
1,2,494,599,"EG-",0.0915362752306715,"actO.1"
1,2,495,599,"GH+",0.919840326025692,"actO.1"
1,2,496,600,"EF+",0.947436452292124,"actO.1"
1,2,497,600,"GH+",0.920053991554015,"actO.1"
1,2,498,600,"FH-",0.087119105236537,"actO.1"
1,2,499,600,"ctx-",0.057235548472926,"actO.1"
1,2,500,600,"EG-",0.0908730246444893,"actO.1"
1,2,501,601,"GH+",0.920874162153433,"actO.1"
1,2,502,601,"ctx-",0.0569221704093552,"actO.1"
1,2,503,601,"FH-",0.0863677727668363,"actO.1"
1,2,504,601,"EG-",0.0902493579254472,"actO.1"
1,2,505,601,"EF+",0.947735132553641,"actO.1"
1,2,506,602,"ctx-",0.0563878237275757,"actO.1"
1,2,507,602,"EF+",0.947756063713354,"actO.1"
1,2,508,602,"GH+",0.921630974336836,"actO.1"
1,2,509,602,"EG-",0.0893829815330859,"actO.1"
1,2,510,602,"FH-",0.0851867301393247,"actO.1"
1,2,511,603,"ctx-",0.0558644275928008,"actO.1"
1,2,512,603,"EG-",0.0887928866289786,"actO.1"
1,2,513,603,"EF+",0.948114499687093,"actO.1"
1,2,514,603,"GH+",0.921916853584742,"actO.1"
1,2,515,603,"FH-",0.0842433641214645,"actO.1"
1,2,516,604,"EF+",0.948321192171842,"actO.1"
1,2,517,604,"EG-",0.0878335996965614,"actO.1"
1,2,518,604,"FH-",0.0837621471925411,"actO.1"
1,2,519,604,"GH+",0.922143477213281,"actO.1"
1,2,520,604,"ctx-",0.0547650390496516,"actO.1"
1,2,521,605,"EF+",0.948605135383845,"actO.1"
1,2,522,605,"FH-",0.0830187714788202,"actO.1"
1,2,523,605,"EG-",0.0868464741777897,"actO.1"
1,2,524,605,"ctx-",0.0543144601894226,"actO.1"
1,2,525,605,"GH+",0.922353522210384,"actO.1"
1,2,526,606,"EG-",0.0862031876528001,"actO.1"
1,2,527,606,"FH-",0.0819134783580648,"actO.1"
1,2,528,606,"GH+",0.922522668853333,"actO.1"
1,2,529,606,"EF+",0.948258130012408,"actO.1"
1,2,530,606,"ctx-",0.0535738039262664,"actO.1"
1,2,531,607,"EF+",0.948371154911347,"actO.1"
1,2,532,607,"FH-",0.0811154078595259,"actO.1"
1,2,533,607,"ctx-",0.0533300187696051,"actO.1"
1,2,534,607,"EG-",0.0850176156682824,"actO.1"
1,2,535,607,"GH+",0.923242414372436,"actO.1"
1,2,536,608,"GH+",0.923418892917123,"actO.1"
1,2,537,608,"EF+",0.948898636157158,"actO.1"
1,2,538,608,"EG-",0.0846663225840812,"actO.1"
1,2,539,608,"FH-",0.0803909997211089,"actO.1"
1,2,540,608,"ctx-",0.052787443886495,"actO.1"
1,2,541,609,"GH+",0.924654300626444,"actO.1"
1,2,542,609,"FH-",0.080012136780656,"actO.1"
1,2,543,609,"EF+",0.949172506121097,"actO.1"
1,2,544,609,"EG-",0.0840599367074402,"actO.1"
1,2,545,609,"ctx-",0.0523681329646588,"actO.1"
1,2,546,610,"GH+",0.925495812088903,"actO.1"
1,2,547,610,"FH-",0.0793278947218198,"actO.1"
1,2,548,610,"EG-",0.0835272648956083,"actO.1"
1,2,549,610,"ctx-",0.0519655393929984,"actO.1"
1,2,550,610,"EF+",0.948895835466188,"actO.1"
1,2,551,611,"ctx-",0.0517255298958793,"actO.1"
1,2,552,611,"EF+",0.948979255535649,"actO.1"
1,2,553,611,"GH+",0.926085976962789,"actO.1"
1,2,554,611,"EG-",0.0826503122609824,"actO.1"
1,2,555,611,"FH-",0.0782521295698674,"actO.1"
1,2,556,612,"ctx-",0.0513177492850532,"actO.1"
1,2,557,612,"FH-",0.0779053359988231,"actO.1"
1,2,558,612,"EG-",0.0819794582649592,"actO.1"
1,2,559,612,"EF+",0.949263428574408,"actO.1"
1,2,560,612,"GH+",0.926173515507853,"actO.1"
1,2,561,613,"EG-",0.0813359877004923,"actO.1"
1,2,562,613,"ctx-",0.0505622953384017,"actO.1"
1,2,563,613,"FH-",0.0766554112811758,"actO.1"
1,2,564,613,"EF+",0.949092130932234,"actO.1"
1,2,565,613,"GH+",0.926152507466786,"actO.1"
1,2,566,614,"EG-",0.0803732814161181,"actO.1"
1,2,567,614,"FH-",0.0759831833090753,"actO.1"
1,2,568,614,"EF+",0.949147545963132,"actO.1"
1,2,569,614,"GH+",0.926360006169803,"actO.1"
1,2,570,614,"ctx-",0.049754989336179,"actO.1"
1,2,571,615,"ctx-",0.04969256854516,"actO.1"
1,2,572,615,"FH-",0.0753604638035289,"actO.1"
1,2,573,615,"GH+",0.92690968850999,"actO.1"
1,2,574,615,"EG-",0.0794565496902271,"actO.1"
1,2,575,615,"EF+",0.949412244016618,"actO.1"
1,2,576,616,"EG-",0.0792268632873508,"actO.1"
1,2,577,616,"GH+",0.927493101277205,"actO.1"
1,2,578,616,"EF+",0.949575987366311,"actO.1"
1,2,579,616,"FH-",0.0747064373709371,"actO.1"
1,2,580,616,"ctx-",0.049070090003699,"actO.1"
1,2,581,617,"EG-",0.0787609082193745,"actO.1"
1,2,582,617,"ctx-",0.0488972584367223,"actO.1"
1,2,583,617,"GH+",0.928244639240188,"actO.1"
1,2,584,617,"EF+",0.949970895795026,"actO.1"
1,2,585,617,"FH-",0.0741541160116674,"actO.1"
1,2,586,618,"FH-",0.0740406808690554,"actO.1"
1,2,587,618,"EG-",0.078021093407831,"actO.1"
1,2,588,618,"EF+",0.950141487926525,"actO.1"
1,2,589,618,"ctx-",0.0482911069189615,"actO.1"
1,2,590,618,"GH+",0.928579652759883,"actO.1"
1,2,591,619,"FH-",0.0731779493765456,"actO.1"
1,2,592,619,"ctx-",0.0480409097125235,"actO.1"
1,2,593,619,"GH+",0.928813903806421,"actO.1"
1,2,594,619,"EF+",0.950383379892806,"actO.1"
1,2,595,619,"EG-",0.077200815415894,"actO.1"
1,2,596,620,"EG-",0.0771106391460832,"actO.1"
1,2,597,620,"ctx-",0.047699801233451,"actO.1"
1,2,598,620,"EF+",0.950613286911826,"actO.1"
1,2,599,620,"FH-",0.0722913512017444,"actO.1"
1,2,600,620,"GH+",0.92938870670285,"actO.1"
1,2,601,621,"ctx-",0.0473738043786908,"actO.1"
1,2,602,621,"EF+",0.950957971932131,"actO.1"
1,2,603,621,"FH-",0.0719331769599397,"actO.1"
1,2,604,621,"EG-",0.0762141353450877,"actO.1"
1,2,605,621,"GH+",0.929752904747862,"actO.1"
1,2,606,622,"FH-",0.0715538884342411,"actO.1"
1,2,607,622,"EF+",0.951328270585575,"actO.1"
1,2,608,622,"EG-",0.075791698766499,"actO.1"
1,2,609,622,"GH+",0.930041552490824,"actO.1"
1,2,610,622,"ctx-",0.0467548481043494,"actO.1"
1,2,611,623,"FH-",0.070983131734984,"actO.1"
1,2,612,623,"EG-",0.0753507468883797,"actO.1"
1,2,613,623,"ctx-",0.0464931882008574,"actO.1"
1,2,614,623,"EF+",0.951279701939644,"actO.1"
1,2,615,623,"GH+",0.93036381961308,"actO.1"
1,2,616,624,"ctx-",0.0462391850786211,"actO.1"
1,2,617,624,"EG-",0.0746378135855191,"actO.1"
1,2,618,624,"FH-",0.0700412273051131,"actO.1"
1,2,619,624,"GH+",0.930694514718366,"actO.1"
1,2,620,624,"EF+",0.951201752330454,"actO.1"
1,2,621,625,"EF+",0.951304263807599,"actO.1"
1,2,622,625,"ctx-",0.045846830390901,"actO.1"
1,2,623,625,"GH+",0.931301229780477,"actO.1"
1,2,624,625,"FH-",0.0697407789713257,"actO.1"
1,2,625,625,"EG-",0.0741586134001539,"actO.1"
1,2,626,626,"GH+",0.931889016936571,"actO.1"
1,2,627,626,"EF+",0.952202074208253,"actO.1"
1,2,628,626,"FH-",0.0696110108748818,"actO.1"
1,2,629,626,"EG-",0.0740410463377065,"actO.1"
1,2,630,626,"ctx-",0.0455778549929681,"actO.1"
1,2,631,627,"EF+",0.952525181735864,"actO.1"
1,2,632,627,"FH-",0.0692543645739445,"actO.1"
1,2,633,627,"ctx-",0.045373058991517,"actO.1"
1,2,634,627,"EG-",0.0735119282295229,"actO.1"
1,2,635,627,"GH+",0.932635251714464,"actO.1"
1,2,636,628,"FH-",0.0686512674531959,"actO.1"
1,2,637,628,"EF+",0.952635910430186,"actO.1"
1,2,638,628,"GH+",0.932758895664482,"actO.1"
1,2,639,628,"ctx-",0.0449109353291945,"actO.1"
1,2,640,628,"EG-",0.0728978489568057,"actO.1"
1,2,641,629,"EG-",0.0727648719010815,"actO.1"
1,2,642,629,"GH+",0.933170665829217,"actO.1"
1,2,643,629,"FH-",0.0679121029041133,"actO.1"
1,2,644,629,"ctx-",0.0445487734271864,"actO.1"
1,2,645,629,"EF+",0.952393887789227,"actO.1"
1,2,646,630,"ctx-",0.0443919146261162,"actO.1"
1,2,647,630,"EG-",0.0718586984683742,"actO.1"
1,2,648,630,"FH-",0.0672676907139636,"actO.1"
1,2,649,630,"EF+",0.952243269230257,"actO.1"
1,2,650,630,"GH+",0.933398025386311,"actO.1"
1,2,651,631,"FH-",0.0668356527561414,"actO.1"
1,2,652,631,"EF+",0.952329358506035,"actO.1"
1,2,653,631,"ctx-",0.0438407753948717,"actO.1"
1,2,654,631,"EG-",0.071018867843011,"actO.1"
1,2,655,631,"GH+",0.933562508186568,"actO.1"
1,2,656,632,"FH-",0.0662965624065476,"actO.1"
1,2,657,632,"ctx-",0.0435760910585339,"actO.1"
1,2,658,632,"EG-",0.0705732452435957,"actO.1"
1,2,659,632,"GH+",0.933728046934073,"actO.1"
1,2,660,632,"EF+",0.95236881716361,"actO.1"
1,2,661,633,"GH+",0.933986919809975,"actO.1"
1,2,662,633,"FH-",0.065704067653835,"actO.1"
1,2,663,633,"EF+",0.952562590695982,"actO.1"
1,2,664,633,"EG-",0.070193843753506,"actO.1"
1,2,665,633,"ctx-",0.0431829426134171,"actO.1"
1,2,666,634,"FH-",0.0655025772737957,"actO.1"
1,2,667,634,"EF+",0.952848176311698,"actO.1"
1,2,668,634,"EG-",0.0698560749625055,"actO.1"
1,2,669,634,"GH+",0.934808323235524,"actO.1"
1,2,670,634,"ctx-",0.0428833093447072,"actO.1"
1,2,671,635,"GH+",0.935014883561386,"actO.1"
1,2,672,635,"FH-",0.0650331104170518,"actO.1"
1,2,673,635,"EF+",0.953171131155578,"actO.1"
1,2,674,635,"EG-",0.0694791099025639,"actO.1"
1,2,675,635,"ctx-",0.042687332623671,"actO.1"
1,2,676,636,"ctx-",0.0426263602034364,"actO.1"
1,2,677,636,"EG-",0.0691680477376628,"actO.1"
1,2,678,636,"EF+",0.953315930745651,"actO.1"
1,2,679,636,"FH-",0.0644812299773332,"actO.1"
1,2,680,636,"GH+",0.935571762851663,"actO.1"
1,2,681,637,"ctx-",0.042262947102315,"actO.1"
1,2,682,637,"EG-",0.068525501780016,"actO.1"
1,2,683,637,"EF+",0.953394203982203,"actO.1"
1,2,684,637,"FH-",0.0640016876136632,"actO.1"
1,2,685,637,"GH+",0.935664278816486,"actO.1"
1,2,686,638,"EF+",0.953535685612051,"actO.1"
1,2,687,638,"FH-",0.0637810814972178,"actO.1"
1,2,688,638,"GH+",0.935921533288697,"actO.1"
1,2,689,638,"ctx-",0.0418496373270406,"actO.1"
1,2,690,638,"EG-",0.0680002662373569,"actO.1"
1,2,691,639,"FH-",0.0635171104611876,"actO.1"
1,2,692,639,"GH+",0.936349305429142,"actO.1"
1,2,693,639,"EG-",0.0677248554998186,"actO.1"
1,2,694,639,"EF+",0.953758250750939,"actO.1"
1,2,695,639,"ctx-",0.0415293855009554,"actO.1"
1,2,696,640,"EG-",0.0674157312205845,"actO.1"
1,2,697,640,"ctx-",0.0414002076702263,"actO.1"
1,2,698,640,"FH-",0.0627912992251054,"actO.1"
1,2,699,640,"EF+",0.953604724903351,"actO.1"
1,2,700,640,"GH+",0.936601421122828,"actO.1"
1,2,701,641,"EG-",0.0667067299702936,"actO.1"
1,2,702,641,"FH-",0.0623465621090993,"actO.1"
1,2,703,641,"ctx-",0.040957071758764,"actO.1"
1,2,704,641,"EF+",0.953502291762882,"actO.1"
1,2,705,641,"GH+",0.936649960652222,"actO.1"
1,2,706,642,"ctx-",0.0407762637002837,"actO.1"
1,2,707,642,"GH+",0.936876334983965,"actO.1"
1,2,708,642,"FH-",0.061856679204097,"actO.1"
1,2,709,642,"EF+",0.953760926794022,"actO.1"
1,2,710,642,"EG-",0.0660848830935636,"actO.1"
1,2,711,643,"EF+",0.953958935468482,"actO.1"
